Price,BusinessId,Category,CheckinCount,lat,long,Cluster
1,ioXu3MhPt_v8f5wTWJX4ag,American,1018,35.218834,-80.811799,3
1,pNyqk-HCo3SXPPppi04Bag,AllTypes,542,35.219737,-80.812124,3
1,0jye3EpGbU3dFe4yf9pxzQ,Mexican,7,35.219076,-80.796646,3
1,yT3OITYWbjqKM15mGNXmyw,American,228,35.204246,-80.808777,3
1,d3-h8QpXoQnUlC9nt55HTw,American,301,35.218943,-80.812386,3
1,AVQpj1ufPWYBVzEC-fYwYg,FastFood,7,35.220079,-80.802542,3
1,24Qlwel3zvrkNX9zMvBJDg,AllTypes,793,35.219066,-80.813221,3
2,MGDuAYuyDJd-J-sv0wNoSQ,American,508,35.219795,-80.812242,3
1,J4rHIg3Ddd0oXPVrzPN-wA,American,41,35.218907,-80.814155,3
1,a2N3J1WJ1vWkqrAXrlB9Og,AllTypes,8,35.239532,-80.799154,3
2,NQQ6Kc9NdyrIujz0s0-Ebg,Asian,33,35.220534,-80.809819,3
1,WY6YDghPW55gIyp2hTCv_A,AllTypes,19,35.196829,-80.790865,3
1,N32s_4NdIsmdnA6oy_t_TQ,FastFood,76,35.203303,-80.790459,3
2,vlgMKI-Pi5KCaYqKB0aWIA,American,43,35.210908,-80.780373,3
1,Mtp4pMgIP9nXqq1UCJjgAQ,AllTypes,408,35.213961,-80.769473,3
1,IY7_UYwQmoyNDQPLPQ-lbQ,AllTypes,26,35.210996,-80.781664,3
1,FdBoYwB90oxGrxmSh0Ko7g,AllTypes,34,35.211508,-80.761671,3
1,sH2nJMWutcLwqUn23tR7Kg,FastFood,9,35.244224,-80.780093,3
1,hJLAPn1w4bGniRR-kdyI-w,AllTypes,270,35.217447,-80.794386,3
1,C60h41YGl1W77QOAgOm4MQ,AllTypes,185,35.211583,-80.761781,3
1,PVM0CqhA6geX3m6u2VXbpw,AllTypes,66,35.211541,-80.762061,3
1,ncYJ3e7Cd0ule7vbFnJBKw,Asian,19,35.201771,-80.78087,3
1,-T8O1amt2U6zp06FH-8n9w,American,3,35.194894,-80.767442,3
1,fl3zNyk-m_B9NCgIcvJNiQ,FastFood,9,35.215956,-80.78038,3
2,iF_Ox8TPLwjqy0WzyWFnmw,Italian,121,35.212433,-80.783684,3
2,S1Q57E4J2cmQc9AQqrhbhg,American,114,35.203094,-80.824425,3
1,HRIvgh-RmGcaMyz8oT4b3Q,American,3,35.20382,-80.835764,0
1,LnR1pj4nLEXNDSbY09Jnng,Asian,42,35.199867,-80.825533,3
3,-5As9GrKDboz5N5eA2HRuA,Italian,11,35.197518,-80.825545,3
1,IMEB724RormQyKV8PvnvOQ,American,25,35.197532,-80.826105,3
1,Gfke1AcTzc2nlVi1rftrTw,FastFood,74,35.202425,-80.824647,3
1,YKVNzbuGpgszyG5OuFHU3Q,American,90,35.186698,-80.821847,3
2,yzUjuBvj9hDWLN0ZIUYobQ,American,20,35.196834,-80.826089,3
2,FiSp-Nqfpz9dHuVLcAEK4A,Italian,27,35.19508,-80.825792,3
1,_UYJfg5GbahLiEDU1HuQhQ,FastFood,92,35.171825,-80.847662,0
2,t3biB9BlC201XRUNjG28rw,NightLife,251,35.174639,-80.839013,0
1,Po3kpjcdRfLgtMUhmoK9Aw,AllTypes,298,35.170862,-80.849623,0
1,tNe-WsHegIjEVWKaOpc_mw,FastFood,29,35.172662,-80.851033,0
1,9IYAuWhSUjM0Cj3DgH6D-w,American,123,35.178689,-80.876469,0
1,kkjdenjeKshv02uma0u2fg,Italian,6,35.189661,-80.874991,0
1,nUiGPvsAAAVe90hlQYpVhQ,FastFood,55,35.171225,-80.845962,0
2,cPBjZEouopniZq328UmOaA,Italian,87,35.170735,-80.846964,0
1,OdNwrZgfPp2Xkj8lEPMJeg,AllTypes,60,35.19747,-80.868984,0
1,O49wgZil7BBGpEarvPg23w,Asian,56,35.171028,-80.849435,0
1,ZfjB5Df58pT_w8K11xVMaw,FastFood,31,35.172475,-80.850458,0
3,9wMVSKNAtQ4HFZjHNlruFw,American,106,35.179294,-80.876098,0
1,2qkXCZLumfhvHt2gKluIlA,NightLife,146,35.170843,-80.849738,0
1,bAJAg-uRkoGoTfFpy43ZXQ,FastFood,14,35.198763,-80.867773,0
1,2dz6psLH_yvejmYaiq0_HA,American,57,35.170734,-80.846963,0
2,vwEmnhJjcD8Zgp8K_8pJRA,NightLife,271,35.175014,-80.849069,0
1,DfA7H9rpwTXJ_3GOOBqNZg,FastFood,173,35.173305,-80.847779,0
1,9l4oJaROYM1OM1bjvmXCCw,American,35,35.175393,-80.851019,0
2,toIpqgcjG0HhPHZCMiHH3Q,Italian,182,35.160545,-80.850103,0
1,TRW-51US_YQbQ-ihmhHvRw,FastFood,139,35.171662,-80.849894,0
2,5gd53htrojGhdbV1jfrU_Q,American,160,35.15475,-80.836843,1
2,9Hc15fmqICd2ecpsSM2pIg,Asian,395,35.171736,-80.847091,0
1,JbotgsWgGXqJexXd6zB3Vg,American,209,35.171668,-80.849264,0
1,c0FVgLLUOh_Wnv9XfQQnlA,FastFood,40,35.175535,-80.797903,3
2,t-L8pjvnmd-fzeeHQXMcRg,NightLife,735,35.156521,-80.794659,1
2,lC9YZVhQHXHfN9Rkpk8kIA,Asian,58,35.156539,-80.794655,1
1,hoR5WtHocyifHM8fxKd1XA,FastFood,75,35.177181,-80.799021,3
1,OuncQMjAGQTcDukUG7i6nA,FastFood,33,35.176614,-80.798716,3
1,r0youJDgoclU3JUrZeGpCA,Italian,6,35.153939,-80.831755,1
2,NU3ATvxbS_w_9SRQHVzqDg,Asian,103,35.177439,-80.798697,3
1,FUKkYUgsJ209GXPZ9tTPHw,American,43,35.156539,-80.794655,1
1,90cuR5lcs2fJ2BwAA18zSQ,FastFood,20,35.153944,-80.831819,1
3,c_5sioDSDof_hshp4_K1SA,Italian,52,35.156338,-80.831878,1
1,zKlU3yE_5RqNd00LVJE1oQ,FastFood,44,35.311832,-80.713039,3
1,NzUNtIOb7S2H1ymfp1gesA,Italian,20,35.313463,-80.70185,3
2,0uq7x1_pxU1hajaIDhv3MQ,Asian,135,35.294258,-80.740019,3
1,Z6GFHuQXqLmlabISj9uI3Q,FastFood,10,35.306149,-80.722771,3
1,EssfLSLRxUou5uoj0LX_Kw,AllTypes,13,35.295242,-80.740235,3
2,a_INgnfDhfsLaMG5O5QR8A,Italian,7,35.306148,-80.723834,3
1,nu0giYqJOGLVsZLUdPwQOw,Asian,35,35.307129,-80.720898,3
1,LH1cMyzVY6a2GpNAUCvh7g,FastFood,14,35.295564,-80.74114,3
1,Yolbffkso5NzevoEdIBEwA,FastFood,19,35.296079,-80.738818,3
1,SNqqdZNsC1w8mL15SHJEWw,Italian,7,35.312455,-80.713534,3
2,8-gfKVHSaBHHCmab4dUZWg,American,65,35.295757,-80.741677,3
1,w107r4s1U9zAWuYr7Dutww,Mexican,158,35.294169,-80.739785,3
1,RQ5Fe5XMJokYJaBkP-i4jA,FastFood,8,35.307129,-80.720898,3
2,8wrGl5E16vtCdznIHzVs6A,Asian,72,35.256238,-80.79114,3
1,IqPPzSxyiuwTyfEqPU1cHQ,Mexican,16,35.258676,-80.789827,3
1,xGF8QVmItGoVOLjPyyAYBA,American,16,35.254686,-80.793515,3
1,pyrFpk2d4TT9PYG72Mrj2A,American,12,35.275472,-80.793764,3
1,-1JzlIdItrARuq2JW63rKA,AllTypes,70,35.27788,-80.765846,3
2,PvXcpiXQktpo1s1IIJMhpA,American,38,35.294233,-80.74315,3
2,-paHasECQjUERg_zEjk5qg,AllTypes,12,35.258631,-80.77742,3
1,xpcRPE101dLgXVPTxTzYWw,FastFood,8,35.258397,-80.785812,3
1,mLpm1LuNJ7QWH3Tnv2B68Q,AllTypes,19,35.256247,-80.791094,3
1,MC5Ds6rbbrLE_FdIyIlhwA,American,10,35.282594,-80.764065,3
2,hfH29cdrUrzemcq3uf6Ysw,American,85,35.293901,-80.741949,3
1,4Cjf5Q94Rf1o2P-X70BFwg,Asian,12,35.256247,-80.791094,3
1,Wqzx76XjqUFN8Ow3zX0cZA,Asian,235,35.294718,-80.751222,3
2,iAiVVH_JjKlJGLw2vBKDQA,Italian,6,35.223248,-80.725492,3
2,FujnmNjFpU5WQC1Nqd7ahg,AllTypes,11,35.247308,-80.753341,3
1,f_wqInKORIYGIJDP-AS8Ng,Asian,5,35.252396,-80.657499,2
1,scndbMEyHsnPMzYQaZzdnw,FastFood,6,35.25125,-80.657081,2
2,oqL1hS934CyZc3msupQNRA,American,187,35.183264,-80.919431,0
1,nAfOIJUSuIAwN0MiL4zJJw,AllTypes,94,35.146631,-80.924312,0
1,UJ3qZj4oF-PyHZXhlfm0DQ,FastFood,24,35.178184,-80.878601,0
2,x1-V3PLFEOGgvyRAWU9xvA,Italian,20,35.257103,-80.736394,3
2,Bxx1W83ulE6VwR45HiAiLw,NightLife,7,35.181369,-80.883661,0
3,wGABZiLIWvEPIFQUO9cTvw,Italian,106,35.17529,-80.87592,0
1,KReObuJvV-lqgxpwb1-tSg,Italian,6,35.168561,-80.874931,0
2,E0rdhUQQ2VjBcNb8AeRbdg,Asian,19,35.139895,-80.878239,0
1,qiy7fxY-Vg04RY4WHXGQ0g,FastFood,47,35.178362,-80.880828,0
1,N4CL1dZca6hV7kZ9-KDAww,FastFood,22,35.1848,-80.886411,0
1,nBmjJEF92LPHx0uX3FpVvA,FastFood,27,35.184465,-80.886755,0
2,Nk7rD25Nd_mbjI4xLHWBkA,American,40,35.179503,-80.884046,0
2,eNepNrx9dzehOql6fKxW3Q,FastFood,27,35.175431,-80.876227,0
1,OINX-uQz79nPPy1juhQipg,FastFood,9,35.149826,-80.897416,0
2,QzCHw22PCN53f9Y53MDgZQ,Mexican,236,35.178402,-80.882919,0
1,V_t_aaxMbqR2IWCdqi-l_w,AllTypes,42,35.174875,-80.875538,0
2,UO9rIZ_DjkoIcCB7SWaIvA,American,45,35.163179,-80.887184,0
1,_O9e1y02fxsywUvj7hFiGQ,FastFood,40,35.161153,-80.876261,0
1,ta0sLqkG-cNbXZpA358YeQ,AllTypes,105,35.159611,-80.876714,0
1,8OhcZBu7ngRYbg8r7FZfTA,American,16,35.189003,-80.89231,0
1,82pWLAlsrdpKu8tVS2yJKw,American,36,35.195329,-80.877023,0
1,ML9rg--hiOf0nlzyVBL9Rg,AllTypes,113,35.136861,-80.903733,0
1,Exw4BT6b3d-cfjZqx9H1RA,FastFood,15,35.177752,-80.877699,0
1,rdJAWaAlUbXJfSEdUPKsCQ,AllTypes,68,35.179544,-80.880719,0
1,SyZW-aiN4fHpH18-17mvRA,AllTypes,10,35.133849,-80.893405,0
2,_VpP18kVhdR9petT8w-cuA,FastFood,8,35.17427,-80.87568,0
1,EPE3OL8nOMQF-TaKo5H1hw,American,5,35.180592,-80.87991,0
2,lpomaa_on7jhU-lG4GxpMg,AllTypes,418,35.166253,-80.875921,0
2,4kTmiAMs0OnXVLI5_OJfTg,American,47,35.180122,-80.89066,0
1,2uJNnNYUv23qcnpBg4Wy5A,Mexican,169,35.139429,-80.876044,0
1,6LoNRotewF81fxka6L_8Jw,FastFood,198,35.175854,-80.877768,0
2,-mOOxacLlVpWOmIq9lvJHw,Asian,57,35.137743,-80.878128,0
2,330OW1waJYEv7CXgcSwLSQ,Asian,98,35.155407,-80.875309,0
2,i0rx72IqWuGOyWadGjRLVg,AllTypes,106,35.149904,-80.926288,0
1,kCw3HUGCutOiDaBmFWYDbg,American,17,35.142916,-80.906798,0
1,64ye6OoF_PsyCSQGspE_3g,Asian,11,35.21051,-80.690262,2
1,vcTQNi3qj2tSWOe6Fv2XsA,FastFood,148,35.163253,-80.741246,2
1,Pa1dew9FR3xJiEvPIRC2Rw,AllTypes,56,35.161233,-80.739185,2
2,jzC5Y6kA58bKC2LGRHpRgw,Seafood,15,35.210659,-80.686146,2
1,o6gRYTRJwZQXQIYfGNJQAw,FastFood,27,35.163205,-80.738059,2
1,zMdehlbUF2FqJSqarOsi8A,FastFood,32,35.211106,-80.69093,2
1,ryakt7RVtvPppIoLGfmURg,FastFood,14,35.186895,-80.689738,2
1,jo2b2ETniWU9SIu_1OuaHA,FastFood,7,35.187794,-80.690886,2
2,JncdQGHMo52NhrA8FP6cHQ,American,40,35.210967,-80.687689,2
1,gorJWcHdUVAhiJcuAJOIXA,Asian,8,35.16117,-80.739963,2
1,kZUrKA0yVVTTTgIGvyY1hw,AllTypes,19,35.221572,-80.723541,3
2,23xfK-M76sWaAGgIwy5wPA,Asian,126,35.203477,-80.721605,2
2,DKhCFh-eJV-kDjRVj0491g,Asian,17,35.186238,-80.687977,2
1,SVZTljlQ7AB5I6ev8qC-KA,Italian,7,35.187177,-80.687264,2
2,ptJU2je54RnziO4bfS5ORg,American,88,35.147172,-80.725712,2
1,8aYjRL3Q6G9iJWH75mcTeQ,FastFood,35,35.343132,-80.768732,3
2,Ac-Y4OG9TKCzh2LxIoQaug,AllTypes,11,35.343132,-80.768732,3
1,z9qPKK_g_zujxZBslGBYIw,FastFood,12,35.30858,-80.844096,3
1,crizYT9R8Rt69NMtHUUWGA,FastFood,5,35.333765,-80.793683,3
1,PBToP8q81MezfE7LfJzEgA,Italian,14,35.333707,-80.795133,3
1,VCDl24n2Bx6yHSWrfHiMiw,American,60,35.341053,-80.834546,3
2,vAnxS2AeDy2L1wTK84PAAg,NightLife,13,35.333813,-80.79141,3
1,2HRwlEmWi-WcLh9uVQ1fsg,FastFood,11,35.307879,-80.84393,3
1,IrTmU9AVHZ8fyYS7qu9QWQ,Asian,24,35.334965,-80.794672,3
1,QPRCns3TDah097cQbE6wlg,American,55,35.347673,-80.842195,3
1,E_Fa3vrMxivj92_WIyVy6g,American,9,35.348357,-80.844233,3
1,ZWi7jD_5p4JtAZvYsTIPXQ,Asian,10,35.306559,-80.840372,3
1,nEVMCVSVbgtCpCDaZWRwiw,NightLife,22,35.380887,-80.762916,3
1,2XTcAcbJ7O0LKjUBto726A,FastFood,56,35.333752,-80.797556,3
2,lKrlSZON-EK41iiIKruDCw,American,66,35.333953,-80.79197,3
1,UaqG2RIaDRj1A4ZHZYn1_w,FastFood,44,35.34807,-80.843388,3
1,L-eohqlSFT2eWxR8JLY0Og,Italian,134,35.367179,-80.786418,3
1,52WPfS1oskr_daXkwekWZw,FastFood,148,35.14425,-80.929453,0
2,CFHGxlIXeVFWlCptBHgOeg,American,161,35.11704,-80.9564,0
1,WSYVq5V75-pWdZq2NpMmiw,FastFood,45,35.143934,-80.930838,0
1,i2gPLBDb44q2kq3DayJUBQ,Asian,5,35.128771,-80.977071,0
1,FdXRNSB6GDN2JQSy-0zdlw,FastFood,35,35.117001,-80.961721,0
1,Uzwa_6F_b_URQ5YlOIDnXA,American,19,35.131085,-80.945076,0
1,upmamEhHTfEdop4iAjnwuw,FastFood,58,35.136573,-80.90666,0
1,wR_Q3jad0QuBwrzUG34m_Q,FastFood,13,35.104843,-80.879766,1
1,9dRZHK7Y8gWfkEyfQd8Yqw,FastFood,159,35.105909,-80.881563,1
1,abEqkPpyM5QcDxEjIJTMIA,FastFood,40,35.107271,-80.880374,1
1,M5gpEDFICJb8cT8YpMO0lQ,Asian,8,35.117001,-80.961721,0
2,S7nvXlsZk1metFA6HhwlGQ,American,62,35.144181,-80.933407,0
1,bAQGmZxPLmlc4sRgzx-Haw,Asian,6,35.138932,-80.934048,0
1,HsGry4czz08jD7EJ5e4Jog,FastFood,25,35.112455,-80.918933,0
2,hogySNyo5UohpTNc-Tw8-w,American,120,35.143459,-80.930412,0
1,FduYEQY_jeBgfIT2wAVSiw,FastFood,92,35.143937,-80.929931,0
1,LvuoCzsUGiQUk_ENWCoutQ,American,77,35.143764,-80.93149,0
1,jsXcQiRua7OuCApuJuaAsQ,FastFood,36,35.11312,-80.922262,0
1,TfNCWOnzCF47jM7RyPGNhA,American,18,35.13005,-80.937648,0
1,nE0y2QYBRs8gIEFUxD2jfw,AllTypes,38,35.109033,-80.882022,1
1,BiWJOv2xVWPO3rwtv7u0Cg,FastFood,18,35.095238,-80.779082,1
1,oAcmLvOzafWHM4Gl9GFEAA,Asian,16,35.052923,-80.814983,1
1,WZza4L8YDhDgVMx7DEBfeA,FastFood,56,35.061055,-80.817366,1
2,cHvKHnaoeqRkSuiOcyEBQg,Italian,14,35.061108,-80.817189,1
2,-fQ_iOKl9wIYwQtkwc7JJQ,AllTypes,94,35.060835,-80.814262,1
1,r03Hj3-XHNpSrv8ZpOn26w,FastFood,128,35.05974,-80.813443,1
1,X-tswlarhZb7D7lgls5ZZw,FastFood,38,35.053566,-80.848267,1
1,kBnLbJcG8JLlxEuPhw7kNw,AllTypes,61,35.104717,-80.778072,1
2,QVesm87d7Ibbe7qKTSRpow,Asian,43,35.061319,-80.814423,1
1,kWucMFuGXLtu-PVvWqIgCQ,FastFood,73,35.053687,-80.846899,1
2,mFKth0ZgYFvj8srrW1Xv2g,Italian,102,35.079517,-80.828981,1
2,FlZzOE9F5c3eexjDd7FqGg,Mexican,67,35.07896,-80.817258,1
2,v3ckvfQuLlwkdghtEUqizQ,American,82,35.098439,-80.775959,1
1,1HmLi5NNs0_FDYYxBgRxzw,FastFood,18,35.098696,-80.77854,1
2,DlD95KM4cCjGGi_O_aX0tw,Asian,4,35.095301,-80.778365,1
2,GYb6yFYJjDBNYcHM7vX5vg,American,209,35.09758,-80.779209,1
2,PGEcewIyTpHY4AgJGcW94Q,American,391,35.062055,-80.815844,1
3,F6dSpfz4w-BoYARFnNcFkw,American,55,35.096007,-80.780138,1
1,CSkeUZmxBzW-qeeTVLEjmg,FastFood,31,35.097368,-80.778875,1
2,IEDORY_45gi-_X3M_k4lLQ,Italian,101,35.064282,-80.771114,1
2,S_R1pls6874mHYKcsxWtEA,NightLife,51,35.116771,-80.857704,1
1,8fdAV6RBQMmLadkOzGcU-A,American,70,35.066582,-80.770574,1
1,Gz9jnM72ouoKcfGtwzrR6g,Asian,29,35.05304,-80.770697,1
2,3EDCh1Wssaak6D7OXx1bqA,American,342,35.247776,-80.804143,3
2,oQOo1rebP4bieLEEoVHbQg,AllTypes,189,35.095043,-80.864143,1
2,Rlbb5bQ1W520xjkLaD9OFQ,Asian,247,35.303872,-80.749548,3
2,6AzXPSXxztBnGwkToG3jKg,Asian,849,35.198027,-80.852998,0
1,TvLh1fGA_eN7z3-UIPFDXw,Italian,165,35.220612,-80.81333,3
2,5xk2-s_QsnHZxycl5yQ4Gg,Asian,185,35.217592,-80.794631,3
1,MOGTTOxyzfDCj2W5RR7__Q,Asian,37,35.237233,-80.737118,3
2,c7pNpJMmvRXBpC_8kj76nA,AllTypes,280,35.236664,-80.774536,3
1,II8GXVQpwTLrp09zc8zNYA,Asian,15,35.165116,-80.879828,0
2,oQnEBD0vu7XjJpofArA5aw,Italian,398,35.1546,-80.834913,1
3,r9I-6Je0ZtPuPtX7M4CRVw,American,122,35.216586,-80.822557,3
1,QNTxVarc6-c93ICqHEC_-g,FastFood,187,35.311622,-80.745117,3
1,Qis-foTefAEG4Ut7UIEWKA,AllTypes,31,35.220215,-80.813188,3
1,_YXBQ5Z75ZVlSV1HUtXgBg,Asian,77,35.119567,-80.956856,0
2,At5QunMaG3ExLZYEWHZP3Q,Mexican,525,35.173269,-80.849792,0
2,x98vOAFB3nBZEirsHwVY3g,AllTypes,309,35.302339,-80.749038,3
1,BUEeOKuTJc4uZAp1A2dEhA,Asian,34,35.232788,-80.849304,3
2,gRx81xfSAoT-fNYIqBYolA,AllTypes,1251,35.203015,-80.86443,0
2,L9AlMDqwlKpVDFTcSIw4hA,AllTypes,93,35.209379,-80.835542,3
1,mNxRywpHH4r9JSNDbo_cKg,American,204,35.365883,-80.712911,3
2,34FswFM28xpuNp3SmFVxeA,FastFood,76,35.302495,-80.748915,3
2,Y7uV0B860k14puWuYWuLow,Seafood,113,35.152844,-80.834305,1
1,0L-d_BgUto2XJnuncUEpnQ,Asian,94,35.17651,-80.79965,3
1,MUPWRBidG0_EQC9ey4-xKQ,FastFood,32,35.202137,-80.734994,2
2,352PyQvZXioNgmETfb9FZA,Italian,24,35.171874,-80.656173,2
1,QlNXfJnMhwQYboL3_Tp3UQ,Asian,12,35.171051,-80.660909,2
1,1rtp8yZW8fI1Y3C8WxWthg,FastFood,21,35.203175,-80.725502,2
2,UJuNE5RPA-tbHowVEkuLpg,Italian,188,35.348724,-80.854733,3
3,W33EBdIVWmr01_vBk1JjVA,American,3,35.228417,-80.841415,3
2,JAgOcvH_sGUAX7NvD0-Uww,NightLife,365,35.21582,-80.821622,3
2,vyc1Bm_b-0sVGpwLRFlKQw,Mexican,103,35.064082,-80.770682,1
2,3C-tuH9X6x5PqGDRYn83uQ,Italian,225,35.05304,-80.770838,1
1,7A5-bIWh6z4NPUuhGthBIQ,FastFood,79,35.052112,-80.770687,1
2,5LVR-0X-12SE8Bu4XFRZlg,FastFood,61,35.33807,-80.757397,3
1,awgH-AOkuEX22F9ObdVHIA,Asian,342,35.055405,-80.851677,1
2,VKNH0yrFpSsaa1mf-V9gog,American,107,35.116477,-80.71938,2
2,k9JpdrfeJmmgV5Op44stvQ,FastFood,420,35.213348,-80.843667,0
3,o6sEssczGvamVbyN0_D9Sw,Asian,264,35.210756,-80.855838,0
1,CkZGGAx9Atvcmchkh7DLrg,American,274,35.200486,-80.852179,0
2,zIsBAFwo2ksynT2BdlhNhQ,AllTypes,164,35.211405,-80.761207,3
2,33Yx4cpIPS32Bbvm2Aeo0g,FastFood,197,35.336821,-80.755961,3
1,WHq-tdPQ9-6WAgWwbUhgHg,American,417,35.208424,-80.859759,0
1,G90_hrydwP7mZEbehciP7g,FastFood,496,35.247606,-80.80503,3
2,Uq9HDxWQLV3O0K6Rrlk64Q,Asian,72,35.161128,-80.849317,0
1,_LYz2vdGyXsV-8b-_T47ag,FastFood,209,35.256,-80.791981,3
2,C0a4YXdOTlaVIa9mzT7VEQ,AllTypes,226,35.220328,-80.807983,3
2,Z6DfLcBqRwFv86u-ddVYDQ,AllTypes,192,35.202495,-80.844567,0
2,d3fTw1F1TLAQ97w36JYi-g,American,8,35.053846,-80.853884,1
2,WBfJ4HBd-uCM1_0PdDfsDA,Mexican,118,35.161128,-80.849317,0
2,zHzW66E12sDnMjETbehD6w,American,232,35.153963,-80.827916,1
2,4Lqr7bE-ZI2uG7u02V4QJA,AllTypes,250,35.216296,-80.854933,0
2,TMhHqj5KnkxOBR9vdM84qg,Asian,3,35.194894,-80.767442,3
2,DfECo0OSJvXZbLKjZU9Ncg,Italian,252,35.152069,-80.839646,1
1,RchLlXNv3HI0XCqUM8ejxA,Asian,4,35.173054,-80.708488,2
2,yDG1pryyHScHpSas70D7lQ,Italian,40,35.172064,-80.70842,2
2,-WZ3MCw4wOOnEJyHXw0kAg,American,169,35.174061,-80.83984,0
2,_ULYg16ncUuhWUsACetojw,AllTypes,41,35.256247,-80.791094,3
2,4M8E3KWiHZB6gNxMV_btAQ,Asian,9,35.304275,-80.748727,3
1,fwE6z2Jwqh67BWB_EZ-CUA,AllTypes,4,35.217617,-80.792958,3
2,kGuMkVyPg3CuFnIUFFkXGw,Italian,73,35.126802,-80.708281,2
1,VC24HxKvTi_2ZVWiC3j1MQ,American,418,35.170531,-80.850242,0
1,47_9VH3BVhJpyFtOdiCUfQ,NightLife,67,35.179965,-80.882798,0
2,NEdZVFD-w-96pje_ajFalQ,AllTypes,470,35.140625,-80.737637,2
1,o0rseuFlkIVBe1MBf6XeDw,AllTypes,5,35.133888,-80.712657,2
2,d_1PFWXfyimKrwvMwG3pJg,Italian,87,35.197518,-80.825545,3
2,kIzr8R6rd31M-RB7xfFu5w,Italian,7,35.335684,-80.795891,3
2,stKD-HqTxDMylPonFyVdWA,American,561,35.310641,-80.749612,3
2,rrHs5nIal2lpqMRV2Fk1sA,Italian,124,35.03518,-80.805949,1
2,z0QwZm0lEAQVWY1TitLbVA,FastFood,12,35.219378,-80.945041,0
2,L78JwNkiYSuBfP8U1zTB-A,AllTypes,11,35.22711,-80.84351,3
1,9IlsUWl2XdwCzYPgyLDkIA,FastFood,145,35.188268,-80.875549,0
2,Zt5l6Ka68O1Hukw4Eoa4Tw,NightLife,364,35.209246,-80.860701,0
2,0K8roYiVL3c5koa5pDEBUw,American,208,35.156338,-80.831878,1
1,EsYYJwZqo-SP82_LFyTKEg,Asian,14,35.384683,-80.78598,3
1,X4lmTSTNeW1wNgVZora6HQ,American,5,35.310938,-80.75082,3
2,JYcUBXur4J_gNdeSHd4njA,American,48,35.235092,-80.787771,3
2,LOWomXdjeAzFAHLd1r37lw,AllTypes,120,35.317215,-80.739129,3
2,kN7QE8eh5ASit2xv5KMOFA,Mexican,12,35.210707,-80.859637,0
2,insXEDgLWz1VPw8UlNSw3g,NightLife,14,35.125902,-80.655336,2
2,HuewLVDas2H0q0TqcnmprQ,Italian,457,35.222141,-80.821594,3
1,Y1dePwQ8KOK9YOBKeaWbcQ,Italian,59,35.173746,-80.850041,0
2,wINwaJCtSPsE3uJKUtzgLg,Italian,120,35.198237,-80.852895,0
2,watqY4fLMJTqs5UgItegGg,Asian,87,35.334619,-80.812216,3
3,UTt11gZCgDL6F9IVyQDejQ,American,126,35.150508,-80.838974,1
2,TQU6uoswhbcI2Mj3EV505w,American,212,35.034751,-80.805043,1
1,PJkRmyyViSF5ixIlw-E2KA,Asian,106,35.226107,-80.845448,3
2,cprZbtylUX1f07OkEqlNDQ,American,134,35.234167,-80.904454,0
1,tMjTbuopXTGRlFefEkJriQ,American,220,35.096698,-80.77871,1
2,EIysqQxj2eFxQc3RNZ6slA,American,184,35.061108,-80.817189,1
2,avmPDHiZlkXqoX6Wk0qbBQ,Asian,82,35.212382,-80.827568,3
2,EFTjNyDBuA10JPAIm2-BCg,American,80,35.055516,-80.847301,1
2,1x6MlFYhRSzbGZ_E7kICvQ,Italian,91,35.063591,-80.776466,1
2,Em_hb1jgu0bJTU0Ly0awfg,Asian,104,35.200675,-80.843582,0
1,f44BsrI_KRP7uAIOoj98uw,Asian,141,35.227737,-80.8426,3
2,Ya32d6teotnIPrpFfiPxQA,AllTypes,5,35.051024,-80.769806,1
2,i-9V6aWp4pzMYVUFnK1o4A,American,70,35.178636,-80.881197,0
2,BdC1PNadRbZPlipU074A7A,American,328,35.059113,-80.8138,1
1,MOKB-TVNynz4eGYx-JXerw,FastFood,78,35.124919,-80.707317,2
2,TnUgQXUHtx8LwJSfkeylGg,American,637,35.153939,-80.831755,1
1,e7tSYKegyqi9fa5FXrYKbw,Italian,11,35.041942,-80.862357,1
2,CEPvTz9BU_wK45zZoQNhrw,Mexican,169,35.207562,-80.928908,0
2,lV-Kh0fLS3KgBrpzPhC2oQ,American,207,35.344936,-80.842227,3
3,WjVUvwDBosUunBm3uY-pyA,American,159,35.213825,-80.826349,3
1,vgld4MlhcizQkgLfjOgpfA,American,38,35.348895,-80.85603,3
2,2owT9j-7HXR-wtPmrIzDxA,FastFood,652,35.199097,-80.840805,0
1,cBhjC_fmx3mlGj8AtPS5WA,FastFood,267,35.212579,-80.818286,3
2,KmrWIaomwSgQm6uWPNt3oA,American,56,35.147456,-80.809042,1
2,0RD2dEOZTK5eCzYT5ogH8w,AllTypes,286,35.124727,-80.73002,2
2,1cryKcsY47JGigLuUeMsTw,American,324,35.212333,-80.818582,3
2,4W2Ucl0d0_EK1HNYPIo88w,American,676,35.220339,-80.811749,3
1,MAUsBxBLRN5Hm1mOP4LVCg,FastFood,108,35.165441,-80.849993,0
1,Szn4e-sl4aLw-gDzwye7jw,FastFood,186,35.123787,-80.707616,2
2,tivpU-VNABjNlHZ_sMUDGw,AllTypes,340,35.220188,-80.944462,0
2,fDnLxatzITHM6fQ_QMsG2Q,NightLife,201,35.247357,-80.805658,3
