business_id,checkin_count
a-xT6dQmoTJ7Eir8zHYM_w,25
jhO8q-4sAvlkEUC3HbBRmw,111
SfHdMvLXrOeJmgpQB6AFRA,122
XaJQnEg63F-CJ9kNhcqOjw,13
nrYg1u653jrQ6kcb2TUzvA,25
bOhqyyPWevbH8Yw5fop4zg,19
d0cISYKFpXM55FzrMShLmw,62
OmU-dolUJIyAPlp1INrBcQ,16
5N6ulEw3m01eCpqvYrJB1A,38
kvyUN-2trOiifKd8hlS-rQ,42
EKaU8Eh-aYH_l6IBHWFF6A,25
fhM6TbUTc8WwtYpdv0fOog,26
DqqnS9KxKQ-hCz4mETmuLA,198
Xro3j2fouA42Stc540ZDvw,291
o7mYyaWTuVMuLv7gXefyvw,3
yvd3w1h4PnLV6DaVx91cWg,4
Rhdmmw6a0qdKE198eSCIJg,125
hClPZ7AqbxHhT7R_CVdnxQ,36
Fw95xLMdwO9LoOtbBThr9w,266
PnYltW-ngYGZuiUhVb_6vA,19
2Hh2SOWvp5IkAAO4PQ0n2Q,63
qWfLMmIkiX_bEqrl0QK9bg,5
SXsg-hXKPZVNswyNc83IAA,15
-6Ft3hulif7O2sIdKiG0Og,9
2lQKC2POefw8cOuX3T2HqA,127
Yf4yD-1ZJzY0i8lKiJ1lhA,95
x4i0l8xdduIl5prv7btNvg,425
0lQDOFqEVB1LQhkS2kN1RA,67
eBHQ2V0-Yybif9k6rSodbA,16
Trlr-E66o3UHjTbuybRGVg,42
7hZGtb0Gd3aRcG1VH-Udcw,140
Tjh4vn4-uUEm8XCZ1Nj_cw,10
SovBGX0Cwwitae5GZ00zNQ,19
j697PqCLHbt6DhgH9e7zDg,92
ME52N31r9O4bQ-RQM2SmFg,34
pcIPHOoQZuQFfarij73Qcw,78
YHDKMl5ij09wncT3eTX0yg,11
Zdry9Q4xoOxfRzZaA8yQoQ,17
Ivy3UkWcCBgdJ8C5om_CVg,70
L_Gfp6E0yfn8QdDaIno_ZQ,4
_ifS5V5bimTuxAyH4PRyoQ,5
aBQbdQz_xQaw0-hNDk5TKg,16
0SLy51VNcpojPZdXDJRNjg,14
VTqdpO9JjqA47T27NDb29Q,20
bxKMIvKl98zMIR5KfsNqAg,12
TwLwfoq4zYGNKSiDHflh7w,21
8OyKcCT_e0TaPkt0s12NUQ,21
c-SvSTkRI0V8Aw0tYgnTeA,16
LcVBQ-7aF87OR-vlKX5m-Q,287
B0dJGhuJLRyjnKrmtdHyUg,5
pUw23Btr_KqzFAQUggE9_g,16
H2dKOR0fzYiv7ebVk3ELzw,22
vhjdXf1dpYpV_unDVMFuEg,32
3m0gITQ6BisE0WzzP0FLrQ,40
MDtMPwFswJ2FsNvrF34GDA,48
SSaoS_UgB7VgA9OavxZIbA,7
ggRirpSpLceLL9Cfk8dTdg,81
ThnKBYEmG8MYLAvEKfc2eQ,22
zlqTqki1aZUAuVnDsFsvYg,38
Cy_BQm29C_CElMl8kr8A3A,245
zOYymbUQ4gtXWbDH6_qq6Q,184
u8eDm6srUIpPuTS7Qt6xHw,34
CPTiooPIwzbM-WJc1Rsytg,11
vTjwSPEpaPdqUtjPk7lRyA,67
cD2VsBOKxygjV7BKbU8SRA,124
X9baMub9rNHwriGoORFtRg,93
S4a607Bq69h7b9fNmjB-nw,13
rpVvA0pPbqkQ9OZwzUDaOA,7
JJS8YGJCTxAWOO1lp0jHjw,49
G9u_zp_sF3wumgk1gaILKw,17
ZgDLagE0jsWWamS09_imAg,25
qKZzLdcMouXji7YASALbBw,79
oyEc5-3AmuvW1N2yMx06NA,3
O99qo18ot-A3lt26yMDlTg,7
ScUYxvUJEsUQkebkMVG0DA,4
7P9k2NQPeIyF1TkH5cKQVg,284
0i5mCsJDHsEObHTtu0l9pg,41
aXgzCfEzgi9T998rQyZFvA,28
DQBNms9nNQ6erqBLV6Zx3Q,20
w30Ha7khJXE3s6DbL8XtTw,47
TSygPc3reE1IxFDhtlh2tA,43
VDJ4oo66Fh_XMwGlDiKltg,48
NDjsnYuE7fS_7OJwmmU8xA,19
vkOmXXrO-ALfz76TF6s_Gg,20
--sSW-WY3vyASh_eVPGUAw,18
-UBTlQmTxsGSfaHZ8TdJVA,18
hhC02OKU6BWRvrNJQiEIUw,50
1S7fbKoZ1hiLQaNqA-joWQ,30
meg5aWL9zrzIWn8i1X0i0A,3
Es_1GJ7IpIrf8zzB4ZFCaQ,102
CApvjaNmMJUnfzz5hVpjrA,56
YID1YFIhokviDf6pJKtLWw,38
lFYHaF94U8EYt5cFzy0bAA,106
7A6RHKyblsmvHf2F377WMQ,353
DHcYA7j8XDn-eb816C_GIQ,200
ff00hYO8rPFDOF8YKhLTdw,46
T2NesLFF9Xhlho3iw8i53g,62
134,934
e-eqwMPMDXPYSdwkQbYhSw,37
7EvTeABfqSt0z75huEOqNA,112
SmAAqbe7hivjkLVhVsaMaw,6
7DYg9G8cLyBRJl1dvngvow,156
sC58XGwsZowovN1CnKktOg,194
I5vURIFijxnW2sdaDl7bpw,8
gLfkRjXtjyUmpVBFlJhuTA,21
Yx4WuYzg_gqzdFGqNAA93g,15
K7b4Dtvwg1qncPMt9TZBjg,6
EW8rqAt1czCzdKi8g9P5dQ,122
0eAWwbhRgafrCyhYFjqk2g,6
CresOhaEA3Zkdr6wtv-_Kw,5
x_oppZ1BQM80DS7QhRssTg,13
59Qgq3qtziS57Dk1ukCwPw,10
MtifQU7LW2LUWSEHmi69Dg,7
McOvDBh4QHV80t_nlA4KpA,4
i2enuXSmvcpA6h3e59Imbw,154
CVeDENXUaeQBzTgbV7LNqQ,28
tQ3mDuk0ZU7rkQE4XuMS1A,36
E1FisA5kydxJpzZ__fOAMw,7
8yiSCJj4dospO9xQjR20WQ,11
LnJ06mW_7M68POxVzlXPPg,573
qp6lyLN1TuRu3vkwbdRjlA,247
8FnDOhTl_jMDy1sCmI4ffA,193
a9Z5KKEDaC4Y4MHiRZhzzA,200
5J2XSa7KdtyswIdfgkFGwg,5
oruW6-FFdX0nzKZ1yYl1qw,13
CA85li9fWPikvXM-wT4vwA,318
XRf02mOIN4JkbHShrsFacw,8
d14ce-wTeY0HqM0yX-0pBA,81
rLq1xmYuxdMMEvpJ0j2T-w,114
i781u0exXe0G0TNM0YX2Bg,6
tn1pSTYYlet2PgANEaawqw,8
fdpSckVuIARSUdI9Us4C9A,485
UN7cUCzP2KD6eiDxMzHSzg,14
QCK81l-XmUGU4hlfaYzGCg,17
QTJdaJ9IWf0fC0bK2Bdw7Q,157
VtYUCVaQwI-SElUOBHSHNQ,51
PSqktwruBxAzXoURtl9jrg,8
zZquDb4AWu7-DGi8pd1uWw,23
80cohIAvWIiz0UhrO1htBw,18
qdAxH_RrFaYqLD-g30N2fA,780
co21KMC055CxSMzdMeD0XQ,26
iFc5PtaEHokNu1GVfnAUTA,4
9WlnoukRsZyFwOAd6Ycbmg,22
9pzWI0UhMlcMxLPiwWESRQ,4
ky6c1bhp1695tWLfnyKOyQ,581
v9JixZ_wMP6-ftb4EYTqIg,26
72XsQtEYapY30S_06ULbDA,211
NNSDXtjgNUNAgQH99R0yWw,177
9Ihy37rf1X11v8LPv20COg,12
lck2jzvqs0jFSx2sPA3VhA,23
957AgCsV5hhFLDJ5aw546w,83
AoP7Ek7lbxOcUDYJ61o80w,24
bXfMEP__URx7f-s1GT8Teg,361
OGUmRIpRNmlZBpceDxHh-g,249
zizuoDgDkNCtBzCj8T-Jbg,21
96rDpZ2OBW293QNWPIPV7g,4
FCp6Pl7734w4YXJbPEZbiQ,12
bcoHjKwNBGuswN4-V4pw1Q,16
OWQJrnXbWkLTI1-qRkkUpQ,214
seztibU9iHiWo6Yxx8Rz0A,33
dHh5tlna_lL9xbuH-kWk-w,23
8s2stTvL8o28B7cU6FdeOQ,9
ZZtEx_UutNxz9B5knTL4tQ,80
Rk-axrNaCJ2D2iNW--PkQg,28
lZtN_QDPSbdMwkkL4IExsQ,55
UNs2Kzh8hZXLKbcZKy7TYQ,74
qBBkk4s9RUrlVNcKWjSdaw,42
g2ZRZXEKxj0SL86etbydcg,59
BSlmhfVEsy16C_ZUpcyB8w,96
AlhMnqOeGl8Rj2i2Ok97mw,11
VRtVE5VHgVUISPxV3jY_CQ,86
IVJzkLgzHYgpXd8zpu42Ow,6
w9KBaltlg7B_tca-nNfj_A,90
rlrc_AQC4Wn-_GKuzmrfGQ,124
Po9GQybF5SVCxjzA5Y0GxA,305
h6a0j_bfkHMudu39DrMViA,6
S86VOwedPT2zVgQV0ytcxw,21
fVP4S67SBieCqeVOVR9e1Q,3
P39mkQigUzK-cdXo6jCjZQ,5
cEd4dJWJnfXFFEvDnDspyg,147
HTkl0BQvh5MJukgqTVpuSA,38
YsC2aa72THrnrebLNVG89A,7
l4qRTpz9g_y0-VKzoXv-XQ,6
4PrxqzfatLLxn9ZCTW9lKw,181
ULVe1zN3HpNeVeTvRaNXoA,77
RVicwRiXNLuXXzpx4tEupQ,234
zefTdKh-jBegyC0gVHHWSA,9
RnuCCKK-5Ezfz0xv0F2kag,144
4W7yfl1ve7mRt_ImUIYE_A,349
aF6QsiiI3DZ2QL_6Oo5SSA,27
a-WoSLq1KtrathFbVJEQ5Q,240
xuTYn7l2fhRUANnJNUQG8Q,75
X9OnWUikOkCZHZ3mnfHPUA,35
xSAG_asR5if0p1Dfk0ISsg,133
thlVek1kUo3fyxUEap65zw,60
wcrmyGHXNWFXU0DiLq_Miw,59
L0uKIbds8dUVCuXIWE1q5g,37
1o2Lx_YMC2xpuBG2q00LAQ,240
bAIc5YnsJOlDnmTOfkaw6Q,33
OK62swud0UWKwF3ivxHZNA,18
kaeRniZVLiu-KOM9t5XU4g,15
AI01IasmAZZvOSzzm-KtMg,10
tX2AQ0fB5E0DS2Z42jHyTg,317
4MWD2Ka5riz9nu80NOqUkQ,10
lW2tBcxqrwJjVet-Tj_S0Q,7
aW5oGi7UDgu0wJp5CRXZEA,19
j9-7xr3QQnSsmOqm7zJdQA,9
CUmhxDQDITTSy1wT5Ee4xg,13
fbVJZlp5gyjO3yNwdkL-pg,14
7dK5J68leWUOufgJyYyPfA,13
56Ulj9IFRp5Pz8ufJSHXBg,125
NS5E2o4icgbjnVxYMqmg3w,9
JCLdgY_YHI0hRMK6iKLITQ,186
RArMPcbGNzlEnafYVdVwFQ,11
94twCOpyD7FI3i95oiXnmQ,72
CGewmmQB7QqS2dhIClLghQ,208
qtUpdBKkMxeqcK_g5TiZKQ,16
OCptp2pt2UvPRYq9dQgjVw,23
iHYO5SsAf02KEubTGTh88Q,5
3MIy-ca6QVtKWXNzerQxWw,444
s3u1ET2VN9NkY0qsn9gSwQ,292
qh68SV5I1nBPDJy3g8VdYg,27
JI7ftVhVTas8y5DGcfW43Q,22
f2IKG29s2pEY1wUAIjFIlA,72
VdbrKLBIIuyC1c8_7eFYZg,753
dHdiwB2t8O6aXwGL3l4TPQ,120
zUJ6TAy_7sQeK-kUux7JZw,8
jsO9c15l1KJ5ncBid3pnmA,175
eXYLcjXbUOtuESnX8olgPA,7
QgFlkWtQcmVS_hvF0w-nQQ,1635
xWmfGEZ4msvVsASzIkW2Zw,58
rGPfBU_MDyWbeZMzadzQKg,37
MIYdMxSFC53wnQYm9iYteA,40
RUmwvFQ_HVmbnVEirD2fZA,17
v_cjBZaIzIEAvK4Z_1Rx7w,79
PPChQjxPhXFC5c5ulRadrw,56
vOfvVZQZ1N_iaq4yPois4Q,162
QIlqI-0ud-MA_8ywjgqhhA,5
bAxDob5NtxWXfeDdJU-YTg,19
8YN0_08op4_chO3GTOUJLQ,164
awzYGV2A0o_3iEIIsVF5Mg,190
L6dBn5zIjP9_TYkYj_4aRg,86
YI_5XANMc8N5YsX02W7eUQ,46
CsScv13bILZvI6L_l0oqxA,184
fIZoLcWocQYs8XrtXzCsug,29
a8Dojj8N6xl3lr2XoypmQg,3
YWIDquDD5n7L7VWD6D4mig,611
4cOvmIuXc9b7bzWigskIag,83
yJjpADcijN19lfHz005KPw,18
3Wg1LVOommgixgqwk-gn8w,59
O6MyV5uqwZabD5dKbT294Q,327
nAfwI6ygLXLH_LGQH9GbmA,147
k0E-z8DFUAZutzhb6Gfp_Q,187
LlAFlTGHWVds8xQS-ly9Bg,160
8w1NS5LbUd5_PzwNJQR8OQ,13
i9ExNcWplnLCk8F8NP9X5w,6
bNponbGvqx9dmi4Y_d3pow,176
VYCbveCk-j4UR_aSTuASJA,143
m7WQAOcZri-2zhFSiHdp_A,5
S9jqNbEHIsOf2JTJ-yIe0w,41
YzdGufP7VFwQneDKzb37hQ,50
DoQYCpYw5MdkbjGNSFmuog,54
1dk07edqr5_7goS6AnXAjw,124
XlXJbWFOuzVMaKt_IWAR7g,5
tGx7BSyqWDeppMvt2aQw_A,590
ZBVXf0uC7k8iKDYCIMa2tQ,225
fA0vBwfZppWffacWpoF3gA,40
irMam_BBfudNW4y2Z_l3RA,3
Dfrjhjc1ArW-ytdOs1a3lg,55
4XrJ-mNuqllWkz7jpmQoKw,97
wACJV7-9zFY-WuOKMgEKJA,56
If70A2eUG6e1fe1QCHBeJg,1301
kfhlEFpZlKIfInAC5XDuxw,164
ZaaTxSMGqiuze6kgoRcZJA,10
Qb2jl5rpl9tu5ig18b9jXw,11
rlMj1YMMQOPtGDkfz529Og,865
sLRPuboSA7Oa0yjW1q7gMA,53
b0H-vzwsnTaIwrFUgVyYUQ,9
fgDJP-wW_Fr_tD2ywkHEJA,30
g1BKlnDpxVpW2koJr5Z2ig,14
QnTdvqfbbX0d0LjV_y_6_w,65
7vNqO6B20TOB2tV5quZPrg,327
aMjlv1jEJLQ9PxsM_NJVAg,148
HNmyXUXKSr3JI2yXuU7EMQ,53
USfS0tgXkAtCoGc6nG77ig,4
aoFSJOA37erSDVpGuTIuVA,27
M9iAeKY3TH-aGOYfi3Kdgw,43
ArVaObdZVd9wS4YkxmqMVg,50
SjecRG_pi3galAFTqAVqRg,13
GSwbLWgYUEmybLrNJBLd2g,280
JbiMAlt2ZW5Iv04vcDdSHQ,13
meUD6lhnxm74elLHC-qLQg,5
a3WzDdSLtD52F9K7K8VdKw,8
DYoAduiwgfvOlxKezumATA,83
bpGFetX8muk0GxAT3Oea3Q,1952
2FEpbuX22G5HPPlodlCCzQ,23
KM3O4Fs29fCyI5sqo62PgQ,9
g3C6bGHpfNmT7MH8hlUjyA,75
REOH5CVuM0YeRmvmhRD0ug,41
2YwebjlNKmQfPoJNNvzmlA,6
5-0gdwFcauZ4wmr2DElnQQ,180
VHCYxuMllRr0U9lbnBMuyA,70
lqx--hrRwe0oK6WnFYNXlg,623
Q2nXP3fRdcm59Lntttf7_Q,234
7hOWdXrR7ndiSaFH7Ofi1A,105
hHtnI48vIcL0ZJfc-_LYDA,69
a8n9OkEQGQvKHWPv93OC2Q,73
8Cg_Y6kI0TPaGYSSLGvYgg,40
uwy_04v5iVHOWb8U845wug,37
_2HFbrYZFp2p59hptZeDbw,61
8FPi95ZuJHF30N-einyEmw,52
VDKaydVqF7UocxzZ3dBHMQ,71
D-48UH6dQGrMyjHvVeCizg,7
C_7XW_kw9JtFkE8dzI7BiQ,112
DC6MIaWM_rEDiW_BcBxtVQ,14
MeIgRvG2jkAKTZczKJVKbg,25
HIkqAzHTlc8uEI3VS8kWZw,14
OlJ3Cwobm2gAfaiZP621eQ,5
t0wjWf4mDC2PFpjNxowROA,4
3vmt2eIJK7BGFX81aFwTAw,64
joAECABk39jQRM59nQpxaQ,229
Su2-lf8TbowpHZcS3XIRfQ,26
DsLDv6Gs6b-bPZBaC0dL6g,3
W3z8TV-MZIYkWgfN6cyJPg,106
5ZLqsmRFQlxMhfqo4fHLdQ,3
aQG07u27jQP60fPZEAQfFw,5
p9chyHwl6KJ5B6C935hRSw,44
_aM3SuEk5xWO535ayY3qIA,7
ox2rL_UzIkvwMHIZC72DHw,68
Klkzp8MC1qSKZDkTLYkcQA,14
tCpPBS3txiz9dzm5trJusQ,42
mURviXva9QqkF-p82CtN9w,21
Xh72J-rep2vkskAq1TCMeQ,46
-p8jZrL-EDEFQdb9Vk4QaQ,25
8JE5gTUsSXr-NkO4p9O8Pg,36
tZBLpE-qZejHRO9LmlCnHQ,10
P1BK2ke-N4XLsBSNWpSeLQ,38
2FurIZ1RmC9HndCQJAZJKA,18
VTb1cmQYHH4L_GpICP3XUQ,11
dX1_7jlTW50E4aFNrre2cw,13
y9g-_Em3ISPaimip7Ywavg,69
AR6Yx2677bu5INGALoOsdw,407
iYiikUO_4211q0ezJ7jPVw,9
fZ3t6TArQb7Reypl9a4-Ow,10
z0DM0MIg3dhNQHNNg99iGw,52
lAher1puKzN9r3LALx-JqQ,689
3Nt3CA4IDxt0SeQO24gb-Q,285
aidjBZ-cLeRmrsAPM6ZkcA,1851
N2KNN4o2EQyKj_CN6ZE5Cg,8
oJttFnDIgo1C5blTl06BSg,19
f-pbwbmrQX1EseA1HiKA0w,22
cccAD1RYYsUuhXRh_qF3Qw,6
kIV8-VETqYQXciy7GCNm4w,24
BODRK4sY_YE3tCWFh5wdcw,95
O_U42gmuGu1jin3eSWimXA,35
3BBqVbU_Z-kCcUfV3xIUYQ,106
JWMmcOFb55RqqWLi6oDjFw,76
XfB_EfP0RGEcuGVw6XyBmA,15
fKBqvn9UgvI_m0EIOr-Nvw,705
FlEhuwrMsIl2jCa0-cm2yA,113
F6jy9ej6EUwSZSV5Q2tIww,9
gIeWvo6qwyJ4JpSnEAfaXA,3
pPoBiFyTjwPSg3R2Q3AeVQ,51
gtlAwb0eZ4rPWjv_42OUCA,33
pBIK06jEHdEEiC3LCqpF1Q,7
aBQZx0tUdFvsZ5kAMR-eWQ,29
QxNc7YChNg3SVXvhgudjWQ,5
ibUy5WjSFnrFyWZKgzk6xQ,161
k8kHdYFsUGFAFK5Pus9soQ,43
T3VYqUNQS7NFAw-jKxfP4w,57
cc2GmqotftMW6B4K1PhQ-w,25
nqUg5UdPVwNABqaM4iuXsw,11
M2pGZWefR3pjQ4minvEyxw,15
RPRxL_B2XH7KKm8MACZ49w,12
7tF__YC7VkQs671ZtsYrgw,16
TUxCIJ6Jj2lEOqoVIoUH4g,7
IUNrEkrbBTd2xbEHC4mutQ,22
ALdItxZTqpclTxjmfJKO9g,42
rpi4JABXG7aYoP-yYp9r7A,16
q3Ha9EZ7IElS7Kpl84cAHA,16
YKkCgQDZmkh4EnPQpCb2gQ,145
ykhDz9f8_IggNLjosnBphg,377
h0BHOYLztdLqWNI-h4hwOw,84
cuXfotyK8zhjO3vifd9x_Q,1466
RR25EwdiL1TfH_bIaKvt7w,52
K1v5zktaFmjt3a117R_8ow,6
f-G6EK_4xCFSH9OGUWjZhQ,92
rKD-phI46Uc-sQ14lv258w,23
tjRAZZtCUPrv5PGyUIackg,20
fm2NFXf6LZRzECByWd2O4w,7
UACQ-YqiRMJi6vnakgpt5w,8
z1XtfYxTFFB8876kqcUSFA,5
myEAQBHGplFBTYiTK2xz1w,5
tVWphjyVYgS_tN9MgPNwYw,12
cWqE8EaL9v6jqmZ_FLAilQ,14
uz8RhpEIeKvSJ1twPRoSOQ,12
d2aQXdVOTwjVGZaXBXeIgg,16
VvUGbLe7ReFVCnMdN73rqw,21
VUlO93hmNFc4WTc3bhUIgQ,20
kUJdTWAKCCP0aUWidg2sMQ,27
D-Tk10Ax_rAPl-MoFN5eUw,28
R3V_yijAqotBgrD4QImMjw,870
R1_6Crx6keOZ23AWk1vOuw,15
sldrUu2EbNuo9goVXZTEFw,48
m92FR73C5LVorMfEonRuNA,42
KgYyign5UG9nsiJPg6G1Hg,368
istWXv3Z8iZdkyoQQVQIiA,29
sgiF-vdKj8-5ON_4g1Dyxg,5
EnncjN4j6TXg8mafWreT4Q,106
EJbWBLLa5M2kLExQQN7elg,16
LTHq7A5vVAwtqqu5i2ZLUQ,136
p5sOuv-LQ_x7WrPBocsIcg,3
uR-9YnrohwOZ5Q1lLUc8Wg,15
nvf03bq5F3aPS6koaxpIHg,31
WeKrR6MyiY0dfVcjIv-_DQ,11
P3TuI95fj6uf-v1puQrkGw,1799
k2CdgSzyVR7b-L75tfXHUA,44
3dJPyNRAkhpFqMRqMWTFMw,9
OLNSbMoHlf01f5_KTnq4Ew,3
N0fszoLTP87BpuyI_DuTjQ,98
zpmNNiB-fPMUTt4aNWqG8Q,54
IfoPwVKmNZOoSfVFowydhg,32
gp4Qbma6PIE_0w1uhs9JZQ,7
OfXpATPebaa-UllyEIp9iw,58
ivi5jHjmf2uV8faGJ9Rfig,206
yhrTMjhnrCsqDR_tJfyLCQ,17
0cJ9rO0oV-O7yxfWL-goog,8
s94k9HYj-Sk9veYM4fq8Eg,350
1aaRQZG85S-cPMQuSPc-4A,58
1ASBf9DMPIZAeoLLoa-TrQ,23
nnntr45DQOjOrhk4HzXvAg,34
piO7bnEVsxPXjucozW0CGw,28
B_xbKNhn89aaQ1Nl7Q4bYA,118
NlRyIIXDaVqvJ3ez2RkKnA,66
QfjzJP2KXtWRju-eXRu9nQ,28
-CIZh4JOZuOEbSzLVrAIGw,18
RR7nf12D8cOkNi6HQAQbBA,44
9EELtwtzWM9D6WktsDzn-w,149
KLRHYLnVch4x2bJXK9hmAQ,157
4qGPn1AaTovh_vJYyjqIaw,117
JVb5BRi7NSgXqVoMJCO0Hw,28
XzInO2PCkP-e3_Y2dpYSRw,1297
M-KE591j73tww3Qnf1BMbw,6
koD2bHAUm6Sp7y3VW7vMCw,21
wU7Es7lUELSgfKX40Uy2MA,9
iNeLNIylUh1Go7mQITnFsA,64
gfsJsEg9Px2Bt6ZO7ehDPQ,24
dv0s9iJf3aEAlQhEHS4xVQ,12
BpEFRLfOIpwd06y-xEm88w,91
dF_W0phEukIIyX0Ride-CQ,4
l9VFvFPmk2xjkuNzo9p6xQ,49
B3eO8HjT8APDNLW6PSx5lA,10
wv-U4BHulKC0OxjkP5zPqw,190
1ZrMzeRjt_wawoaCXPxx0w,122
1MJ5xmHmeCiau07X2bQyUQ,817
MpikMINq7WYhzA1td5lXnA,11
6oH8aatdiJLTeKODx-Hbyw,18
40WM0n4VSAYzlGAu58FKMA,3
T4AyBSffvi3prLrw0H2enA,287
6YpCU0pdxj7O1GQzxn6YJw,58
yNhBiwsl9OuB8I8rbEvrZg,24
lus_gBXW_fbkl1i6SLnmcw,54
qo8bAEgYWso7HQ-Q4Xxn3g,27
GxZTjgnmDl2lSBLROb4nSQ,18
_ZyJLAlkmqefU0WXQ2o6jQ,607
__tK5Q1SLIatywquMCqCAQ,17
1xF_kl8AbM2LlNR5xM1nOQ,45
rb1YGhx51wCW881fGiY8sw,4
qJ5LaTONmFpLcBfn43r3gw,101
G5SkEwvU-q_z6mKX946yhg,9
XfTYJ3ddE4dUcxUbdhNMJg,4
oLS3UHncKbd3qaim8tShAg,291
3DHwRjWomOtnxM1v6-bPEQ,335
KJnVuzpveyDrHARVNZaYVg,2184
33aOj9haiHsULCUmFOZ7uQ,1509
HQzgmvvGIuvFGtNDQI_Jpw,117
qVo5hRtqrVSf_cMYb2_EXQ,3
rExmZxKkcO0VfOVMo-w66g,299
1YKqUuhUTKIcfBkG4tiNng,70
ZRXBtZ8JlEhyqSf2DHvFBw,61
5-rL_08xlI2i-xsswFyYqQ,138
_kTq21tqta7cPkkJYTtcqQ,20
1zgwmE26LtJH5C1mD6MQpw,42
4_PZ8YWFprKL9jinc7ArdQ,20
6V3K7w6sQZ4cKB2YIhslvw,18
R_os9qwoga12ksSzAwZdoA,38
Obp_JreKfUBk8mH4FdhpOw,23
Xi5b6Id5u8EfbIGbLAoZyQ,20
ZdHOHOZScNQP4qgSIvahTA,6
O1NBNVfXWmk3CvszAhOEoQ,307
EA6zWRssCMuZb3LDaZob5w,16
tAINWiU7j4_0mPrYheQVjQ,12
VGfxLCiUYKjE-LreN6r50A,87
bWXWJcw22ri0bkZwmDEkWQ,6
cJzQfYGGQh1tXbrgiqmuRg,20
VOP3geZu-JS-1n15VlA1RQ,57
1syMfUAu8so1wjntLW8Y8Q,61
dlV-0aYlFIUrkZzuxMObjw,12
QDLYkhj0yS47Qgziw1DDHA,14
v7DIJYJ2nhawjq3PaoYezg,34
lg59T9Y48id_UEF8WM3Qqg,5
P6V2IYRTCIXq0j7VkgCSNw,52
kr9gePdA-ds4ltXLlH3M_A,146
a8_zE5cYnDKpAt_SLVpGIQ,23
ME0olHUKPsJ9spaLudZlYA,535
H-sEYNd4n5je3Ambx5YZ9w,16
YTbSJITWKp_QgfY2vrXvSQ,37
waxZ7Mlls8ltYrAYadLgEw,15
obiPcFRjdNff8QVAdRIARw,58
bEOSFL7CLcEE04Ez9yHN_Q,7
rd7k_vzdY3oczqGnsUWvYg,19
gmwFYTT5a1Q0GIG0DwldBQ,185
05KOmeefVwtusGwb0Qf9sQ,11
Ogen0XM_4MDsNNCxxAxW7A,6
AqE6eArwtYYO-iazkL37yQ,77
mTLifoWe5enFtQF_pvcnXQ,8
KPPAy6Aa2OrvqzZmI8cDGw,5
jOMTNCPSiUIdToLtc5y4Fw,214
_HTyfmf5sC-a_ihMN1xhYA,34
8UAxt8zroCMljDZX_RuJcw,6
12ivXGvkBqVTpWlecCG9IA,13
y4oY9fiyTgkcewPGP3OGXQ,13
zcZP9NIFwo16JTN5estcsg,41
9UZRyiiGGu9zIvILIlBs8Q,12
gwAIppG7JZRmqnV7ywmJxQ,65
5xVsx07SkMR2-KeZHnzdog,26
5axuPqS0jXatFVLljQvQPw,61
lHYZCCgZ8qNMwY-vhY-KUg,9
F978PDoYHgjnT8nTjcHZJw,21
se11kpNHxkw59O_7wwWhaQ,5
rmna5Vh8PnfHsmwx1p4GYg,117
gj_8sI7cjD_1pH6gPBcNRg,220
XijyyowquTpzCCA1EhxD3Q,4
a_-JEpIEF8VLeBqhgOE2fw,20
zN33MhQmlCB3yhlunL4M9Q,54
V6LXzS7V-2S6o1ZE8Tgz4g,111
11pyVYYJv0Iervv4mcTt_A,11
3ZVFdP5Xp9JZAKQkT98kDQ,113
Oq0cjB802qiMqIi-AFHolg,18
S4nbHSW29N0rcXkIlA-wbQ,349
PXyQbRnymtiP6R0Qofi90g,16
8r82FjqRULCgz5Hcwow-9Q,171
ZqJQSSmHtoAx0O_SGz3piQ,67
6rEJwB_xJXbThDH3zmR7tQ,2438
QzdZc9X-6vZqjvQ1UEkcUA,34
Ekwhe9FMPOTH0f3eAHI41w,5
Z9jzyD2k5w7xJKNForNM5Q,7
WyI-mrBSzVjLYu6OFlQBBA,12
QpcuYhWBYrXS4Qvljh5S4Q,111
uivulVz-FXuDjjViUYZzzQ,4
oOEmXvCAfm42XcrPYcos6Q,30
HguyBbT9Rnk5O0djapU83A,13
_BdgC7q3sgz_tyYV_1w-7A,3
ohCvbSGQbabSoWyAwm_plg,15
G2AqHSVc8t6I21qiHeq7jA,352
ClXTncdJ4YcDS7MCJkYGFg,11
_MuHx0aYUfLbNzkqJ2uBWg,6
Qj1K6hhF4RNGPrG3p1WNvw,14
p9SrA4o_Fp0AgBXbsGUe5Q,91
7Mgly28cnzY-2py2ClEjiA,202
tJhh6NDsNIwWMpxlP-0F7g,189
VSRXdKqw55a171VDsgNyEQ,18
qr-AGO7VGOsAE19qjqeIxA,13
avEISnOBH1KP2Xu50LylnA,48
8871Si56d_dc0igE3TRpgA,228
ivWPxmQabvhyLBHXxfjAlw,47
jNME2a8MZ3A2Nn9oJokfqg,33
a2saukqaOT_gpFbZap1LNA,32
5geSNRVBlvhoJlRK1zAS0g,96
DFI-nYZfu4NgEeLjivxz2g,10
aZCpr4jyU7nBD1TA50dQAw,5
ZBC-1VWUU5WpKlPokxJZZg,71
gSTHZH478BJIKAx7IKD2sA,47
w6jhv_9mk6MyDV5cKKwm9w,335
Xnwjo2TUu4AyGdmsxeG7OQ,817
jgZwJMDmQzlvYO7qen85Bw,15
