state,attributes.Price Range,business_id,full_address,categories,checkin_count
NC,1,OuncQMjAGQTcDukUG7i6nA,28211,FastFood,33
NC,1,r0youJDgoclU3JUrZeGpCA,28211,Italian,6
NC,2,NU3ATvxbS_w_9SRQHVzqDg,28211,Asian,103
NC,1,FUKkYUgsJ209GXPZ9tTPHw,28211,American,43
NC,1,90cuR5lcs2fJ2BwAA18zSQ,28211,FastFood,20
NC,3,c_5sioDSDof_hshp4_K1SA,28211,Italian,52
NC,1,zKlU3yE_5RqNd00LVJE1oQ,28213,FastFood,44
NC,1,NzUNtIOb7S2H1ymfp1gesA,28213,Italian,20
NC,2,0uq7x1_pxU1hajaIDhv3MQ,28213,Asian,135
NC,1,Z6GFHuQXqLmlabISj9uI3Q,28213,FastFood,10
NC,1,EssfLSLRxUou5uoj0LX_Kw,28213,AllTypes,13
NC,2,a_INgnfDhfsLaMG5O5QR8A,28213,Italian,7
NC,1,nu0giYqJOGLVsZLUdPwQOw,28213,Asian,35
NC,1,LH1cMyzVY6a2GpNAUCvh7g,28213,FastFood,14
NC,1,Yolbffkso5NzevoEdIBEwA,28213,FastFood,19
NC,1,SNqqdZNsC1w8mL15SHJEWw,28213,Italian,7
NC,2,8-gfKVHSaBHHCmab4dUZWg,28213,American,65
NC,1,w107r4s1U9zAWuYr7Dutww,28213,Mexican,158
NC,1,RQ5Fe5XMJokYJaBkP-i4jA,28213,FastFood,8
NC,2,8wrGl5E16vtCdznIHzVs6A,28213,Asian,72
NC,1,IqPPzSxyiuwTyfEqPU1cHQ,28213,Mexican,16
NC,1,xGF8QVmItGoVOLjPyyAYBA,28213,American,16
NC,1,pyrFpk2d4TT9PYG72Mrj2A,28213,American,12
NC,1,-1JzlIdItrARuq2JW63rKA,28213,AllTypes,70
NC,2,PvXcpiXQktpo1s1IIJMhpA,28213,American,38
NC,2,-paHasECQjUERg_zEjk5qg,28213,AllTypes,12
NC,1,xpcRPE101dLgXVPTxTzYWw,28213,FastFood,8
NC,1,mLpm1LuNJ7QWH3Tnv2B68Q,28213,AllTypes,19
NC,1,MC5Ds6rbbrLE_FdIyIlhwA,28213,American,10
NC,2,hfH29cdrUrzemcq3uf6Ysw,28213,American,85
NC,1,4Cjf5Q94Rf1o2P-X70BFwg,28213,Asian,12
NC,1,Wqzx76XjqUFN8Ow3zX0cZA,28213,Asian,235
NC,2,iAiVVH_JjKlJGLw2vBKDQA,28215,Italian,6
NC,2,FujnmNjFpU5WQC1Nqd7ahg,28215,AllTypes,11
NC,1,f_wqInKORIYGIJDP-AS8Ng,28215,Asian,5
NC,1,scndbMEyHsnPMzYQaZzdnw,28215,FastFood,6
NC,2,oqL1hS934CyZc3msupQNRA,28217,American,187
NC,1,nAfOIJUSuIAwN0MiL4zJJw,28217,AllTypes,94
NC,1,UJ3qZj4oF-PyHZXhlfm0DQ,28217,FastFood,24
NC,2,x1-V3PLFEOGgvyRAWU9xvA,28217,Italian,20
NC,2,Bxx1W83ulE6VwR45HiAiLw,28217,NightLife,7
NC,3,wGABZiLIWvEPIFQUO9cTvw,28217,Italian,106
NC,1,KReObuJvV-lqgxpwb1-tSg,28217,Italian,6
NC,2,E0rdhUQQ2VjBcNb8AeRbdg,28217,Asian,19
NC,1,qiy7fxY-Vg04RY4WHXGQ0g,28217,FastFood,47
NC,1,N4CL1dZca6hV7kZ9-KDAww,28217,FastFood,22
NC,1,nBmjJEF92LPHx0uX3FpVvA,28217,FastFood,27
NC,2,Nk7rD25Nd_mbjI4xLHWBkA,28217,American,40
NC,2,eNepNrx9dzehOql6fKxW3Q,28217,FastFood,27
NC,1,OINX-uQz79nPPy1juhQipg,28217,FastFood,9
NC,2,QzCHw22PCN53f9Y53MDgZQ,28217,Mexican,236
NC,1,V_t_aaxMbqR2IWCdqi-l_w,28217,AllTypes,42
NC,2,UO9rIZ_DjkoIcCB7SWaIvA,28217,American,45
NC,1,_O9e1y02fxsywUvj7hFiGQ,28217,FastFood,40
NC,1,ta0sLqkG-cNbXZpA358YeQ,28217,AllTypes,105
NC,1,8OhcZBu7ngRYbg8r7FZfTA,28217,American,16
NC,1,82pWLAlsrdpKu8tVS2yJKw,28217,American,36
NC,1,ML9rg--hiOf0nlzyVBL9Rg,28217,AllTypes,113
NC,1,Exw4BT6b3d-cfjZqx9H1RA,28217,FastFood,15
NC,1,rdJAWaAlUbXJfSEdUPKsCQ,28217,AllTypes,68
NC,1,SyZW-aiN4fHpH18-17mvRA,28217,AllTypes,10
NC,2,_VpP18kVhdR9petT8w-cuA,28217,FastFood,8
NC,1,EPE3OL8nOMQF-TaKo5H1hw,28217,American,5
NC,2,lpomaa_on7jhU-lG4GxpMg,28217,AllTypes,418
NC,2,4kTmiAMs0OnXVLI5_OJfTg,28217,American,47
NC,1,2uJNnNYUv23qcnpBg4Wy5A,28217,Mexican,169
NC,1,6LoNRotewF81fxka6L_8Jw,28217,FastFood,198
NC,2,-mOOxacLlVpWOmIq9lvJHw,28217,Asian,57
NC,2,330OW1waJYEv7CXgcSwLSQ,28217,Asian,98
NC,2,i0rx72IqWuGOyWadGjRLVg,28217,AllTypes,106
NC,1,kCw3HUGCutOiDaBmFWYDbg,28217,American,17
NC,1,64ye6OoF_PsyCSQGspE_3g,28227,Asian,11
NC,1,vcTQNi3qj2tSWOe6Fv2XsA,28227,FastFood,148
NC,1,Pa1dew9FR3xJiEvPIRC2Rw,28227,AllTypes,56
NC,2,jzC5Y6kA58bKC2LGRHpRgw,28227,Seafood,15
NC,1,o6gRYTRJwZQXQIYfGNJQAw,28227,FastFood,27
NC,1,zMdehlbUF2FqJSqarOsi8A,28227,FastFood,32
NC,1,ryakt7RVtvPppIoLGfmURg,28227,FastFood,14
NC,1,jo2b2ETniWU9SIu_1OuaHA,28227,FastFood,7
NC,2,JncdQGHMo52NhrA8FP6cHQ,28227,American,40
NC,1,gorJWcHdUVAhiJcuAJOIXA,28227,Asian,8
NC,1,kZUrKA0yVVTTTgIGvyY1hw,28227,AllTypes,19
NC,2,23xfK-M76sWaAGgIwy5wPA,28227,Asian,126
NC,2,DKhCFh-eJV-kDjRVj0491g,28227,Asian,17
NC,1,SVZTljlQ7AB5I6ev8qC-KA,28227,Italian,7
NC,2,ptJU2je54RnziO4bfS5ORg,28227,American,88
NC,1,8aYjRL3Q6G9iJWH75mcTeQ,28269,FastFood,35
NC,2,Ac-Y4OG9TKCzh2LxIoQaug,28269,AllTypes,11
NC,1,z9qPKK_g_zujxZBslGBYIw,28269,FastFood,12
NC,1,crizYT9R8Rt69NMtHUUWGA,28269,FastFood,5
NC,1,PBToP8q81MezfE7LfJzEgA,28269,Italian,14
NC,1,VCDl24n2Bx6yHSWrfHiMiw,28269,American,60
NC,2,vAnxS2AeDy2L1wTK84PAAg,28269,NightLife,13
NC,1,2HRwlEmWi-WcLh9uVQ1fsg,28269,FastFood,11
NC,1,IrTmU9AVHZ8fyYS7qu9QWQ,28269,Asian,24
NC,1,QPRCns3TDah097cQbE6wlg,28269,American,55
NC,1,E_Fa3vrMxivj92_WIyVy6g,28269,American,9
NC,1,ZWi7jD_5p4JtAZvYsTIPXQ,28269,Asian,10
NC,1,nEVMCVSVbgtCpCDaZWRwiw,28269,NightLife,22
NC,1,2XTcAcbJ7O0LKjUBto726A,28269,FastFood,56
NC,2,lKrlSZON-EK41iiIKruDCw,28269,American,66
NC,1,UaqG2RIaDRj1A4ZHZYn1_w,28269,FastFood,44
NC,1,L-eohqlSFT2eWxR8JLY0Og,28269,Italian,134
NC,1,52WPfS1oskr_daXkwekWZw,28273,FastFood,148
NC,2,CFHGxlIXeVFWlCptBHgOeg,28273,American,161
NC,1,WSYVq5V75-pWdZq2NpMmiw,28273,FastFood,45
NC,1,i2gPLBDb44q2kq3DayJUBQ,28273,Asian,5
NC,1,FdXRNSB6GDN2JQSy-0zdlw,28273,FastFood,35
NC,1,Uzwa_6F_b_URQ5YlOIDnXA,28273,American,19
NC,1,upmamEhHTfEdop4iAjnwuw,28273,FastFood,58
NC,1,wR_Q3jad0QuBwrzUG34m_Q,28273,FastFood,13
NC,1,9dRZHK7Y8gWfkEyfQd8Yqw,28273,FastFood,159
NC,1,abEqkPpyM5QcDxEjIJTMIA,28273,FastFood,40
NC,1,M5gpEDFICJb8cT8YpMO0lQ,28273,Asian,8
NC,2,S7nvXlsZk1metFA6HhwlGQ,28273,American,62
NC,1,bAQGmZxPLmlc4sRgzx-Haw,28273,Asian,6
NC,1,HsGry4czz08jD7EJ5e4Jog,28273,FastFood,25
NC,2,hogySNyo5UohpTNc-Tw8-w,28273,American,120
NC,1,FduYEQY_jeBgfIT2wAVSiw,28273,FastFood,92
NC,1,LvuoCzsUGiQUk_ENWCoutQ,28273,American,77
NC,1,jsXcQiRua7OuCApuJuaAsQ,28273,FastFood,36
NC,1,TfNCWOnzCF47jM7RyPGNhA,28273,American,18
NC,1,nE0y2QYBRs8gIEFUxD2jfw,28273,AllTypes,38
NC,1,BiWJOv2xVWPO3rwtv7u0Cg,28277,FastFood,18
NC,1,oAcmLvOzafWHM4Gl9GFEAA,28277,Asian,16
NC,1,WZza4L8YDhDgVMx7DEBfeA,28277,FastFood,56
NC,2,cHvKHnaoeqRkSuiOcyEBQg,28277,Italian,14
NC,2,-fQ_iOKl9wIYwQtkwc7JJQ,28277,AllTypes,94
NC,1,r03Hj3-XHNpSrv8ZpOn26w,28277,FastFood,128
NC,1,X-tswlarhZb7D7lgls5ZZw,28277,FastFood,38
NC,1,kBnLbJcG8JLlxEuPhw7kNw,28277,AllTypes,61
NC,2,QVesm87d7Ibbe7qKTSRpow,28277,Asian,43
NC,1,kWucMFuGXLtu-PVvWqIgCQ,28277,FastFood,73
NC,2,mFKth0ZgYFvj8srrW1Xv2g,28277,Italian,102
NC,2,FlZzOE9F5c3eexjDd7FqGg,28277,Mexican,67
NC,2,v3ckvfQuLlwkdghtEUqizQ,28277,American,82
NC,1,1HmLi5NNs0_FDYYxBgRxzw,28277,FastFood,18
NC,2,DlD95KM4cCjGGi_O_aX0tw,28277,Asian,4
NC,2,GYb6yFYJjDBNYcHM7vX5vg,28277,American,209
NC,2,PGEcewIyTpHY4AgJGcW94Q,28277,American,391
NC,3,F6dSpfz4w-BoYARFnNcFkw,28277,American,55
NC,1,CSkeUZmxBzW-qeeTVLEjmg,28227,FastFood,31
NC,2,IEDORY_45gi-_X3M_k4lLQ,28277,Italian,101
NC,2,S_R1pls6874mHYKcsxWtEA,28210,NightLife,51
NC,1,8fdAV6RBQMmLadkOzGcU-A,28277,American,70
NC,1,Gz9jnM72ouoKcfGtwzrR6g,28277,Asian,29
NC,2,3EDCh1Wssaak6D7OXx1bqA,28205,American,342
NC,2,oQOo1rebP4bieLEEoVHbQg,28210,AllTypes,189
NC,2,Rlbb5bQ1W520xjkLaD9OFQ,28262,Asian,247
NC,2,6AzXPSXxztBnGwkToG3jKg,28203,Asian,849
NC,1,TvLh1fGA_eN7z3-UIPFDXw,28205,Italian,165
NC,2,5xk2-s_QsnHZxycl5yQ4Gg,28205,Asian,185
NC,1,MOGTTOxyzfDCj2W5RR7__Q,28215,Asian,37
NC,2,c7pNpJMmvRXBpC_8kj76nA,28215,AllTypes,280
NC,1,II8GXVQpwTLrp09zc8zNYA,28217,Asian,15
NC,2,oQnEBD0vu7XjJpofArA5aw,28211,Italian,398
NC,3,r9I-6Je0ZtPuPtX7M4CRVw,28204,American,122
NC,1,QNTxVarc6-c93ICqHEC_-g,28262,FastFood,187
NC,1,Qis-foTefAEG4Ut7UIEWKA,28205,AllTypes,31
NC,1,_YXBQ5Z75ZVlSV1HUtXgBg,28273,Asian,77
NC,2,At5QunMaG3ExLZYEWHZP3Q,28209,Mexican,525
NC,2,x98vOAFB3nBZEirsHwVY3g,28262,AllTypes,309
NC,1,BUEeOKuTJc4uZAp1A2dEhA,28202,Asian,34
NC,2,gRx81xfSAoT-fNYIqBYolA,28203,AllTypes,1251
NC,2,L9AlMDqwlKpVDFTcSIw4hA,28204,AllTypes,93
NC,1,mNxRywpHH4r9JSNDbo_cKg,28027,American,204
NC,2,34FswFM28xpuNp3SmFVxeA,28262,FastFood,76
NC,2,Y7uV0B860k14puWuYWuLow,28209,Seafood,113
NC,1,0L-d_BgUto2XJnuncUEpnQ,28211,Asian,94
NC,1,MUPWRBidG0_EQC9ey4-xKQ,28212,FastFood,32
NC,2,352PyQvZXioNgmETfb9FZA,28227,Italian,24
NC,1,QlNXfJnMhwQYboL3_Tp3UQ,28227,Asian,12
NC,1,1rtp8yZW8fI1Y3C8WxWthg,28227,FastFood,21
NC,2,UJuNE5RPA-tbHowVEkuLpg,28216,Italian,188
NC,3,W33EBdIVWmr01_vBk1JjVA,28202,American,3
NC,2,JAgOcvH_sGUAX7NvD0-Uww,28204,NightLife,365
NC,2,vyc1Bm_b-0sVGpwLRFlKQw,28277,Mexican,103
NC,2,3C-tuH9X6x5PqGDRYn83uQ,28288,Italian,225
NC,1,7A5-bIWh6z4NPUuhGthBIQ,28277,FastFood,79
NC,2,5LVR-0X-12SE8Bu4XFRZlg,28262,FastFood,61
NC,1,awgH-AOkuEX22F9ObdVHIA,28277,Asian,342
NC,2,VKNH0yrFpSsaa1mf-V9gog,28104,American,107
NC,2,k9JpdrfeJmmgV5Op44stvQ,28204,FastFood,420
NC,3,o6sEssczGvamVbyN0_D9Sw,28203,Asian,264
NC,1,CkZGGAx9Atvcmchkh7DLrg,28203,American,274
NC,2,zIsBAFwo2ksynT2BdlhNhQ,28205,AllTypes,164
NC,2,33Yx4cpIPS32Bbvm2Aeo0g,28262,FastFood,197
NC,1,WHq-tdPQ9-6WAgWwbUhgHg,28203,American,417
NC,1,G90_hrydwP7mZEbehciP7g,28205,FastFood,496
NC,2,Uq9HDxWQLV3O0K6Rrlk64Q,28209,Asian,72
NC,1,_LYz2vdGyXsV-8b-_T47ag,28213,FastFood,209
NC,2,C0a4YXdOTlaVIa9mzT7VEQ,28205,AllTypes,226
NC,2,Z6DfLcBqRwFv86u-ddVYDQ,28203,AllTypes,192
NC,2,d3fTw1F1TLAQ97w36JYi-g,28277,American,8
NC,2,WBfJ4HBd-uCM1_0PdDfsDA,28209,Mexican,118
NC,2,zHzW66E12sDnMjETbehD6w,28211,American,232
NC,2,4Lqr7bE-ZI2uG7u02V4QJA,28203,AllTypes,250
NC,2,TMhHqj5KnkxOBR9vdM84qg,28288,Asian,3
NC,2,DfECo0OSJvXZbLKjZU9Ncg,28210,Italian,252
NC,1,RchLlXNv3HI0XCqUM8ejxA,28227,Asian,4
NC,2,yDG1pryyHScHpSas70D7lQ,28227,Italian,40
NC,2,-WZ3MCw4wOOnEJyHXw0kAg,28209,American,169
NC,2,_ULYg16ncUuhWUsACetojw,28213,AllTypes,41
NC,2,4M8E3KWiHZB6gNxMV_btAQ,28262,Asian,9
NC,1,fwE6z2Jwqh67BWB_EZ-CUA,28205,AllTypes,4
NC,2,kGuMkVyPg3CuFnIUFFkXGw,28277,Italian,73
NC,1,VC24HxKvTi_2ZVWiC3j1MQ,28209,American,418
NC,1,47_9VH3BVhJpyFtOdiCUfQ,28217,NightLife,67
NC,2,NEdZVFD-w-96pje_ajFalQ,28270,AllTypes,470
NC,1,o0rseuFlkIVBe1MBf6XeDw,28105,AllTypes,5
NC,2,d_1PFWXfyimKrwvMwG3pJg,28207,Italian,87
NC,2,kIzr8R6rd31M-RB7xfFu5w,28269,Italian,7
NC,2,stKD-HqTxDMylPonFyVdWA,28262,American,561
NC,2,rrHs5nIal2lpqMRV2Fk1sA,28277,Italian,124
NC,2,z0QwZm0lEAQVWY1TitLbVA,28208,FastFood,12
NC,2,L78JwNkiYSuBfP8U1zTB-A,28263,AllTypes,11
NC,1,9IlsUWl2XdwCzYPgyLDkIA,28209,FastFood,145
NC,2,Zt5l6Ka68O1Hukw4Eoa4Tw,28203,NightLife,364
NC,2,0K8roYiVL3c5koa5pDEBUw,28211,American,208
NC,1,EsYYJwZqo-SP82_LFyTKEg,28070,Asian,14
NC,1,X4lmTSTNeW1wNgVZora6HQ,28262,American,5
NC,2,JYcUBXur4J_gNdeSHd4njA,28205,American,48
NC,2,LOWomXdjeAzFAHLd1r37lw,28262,AllTypes,120
NC,2,kN7QE8eh5ASit2xv5KMOFA,28203,Mexican,12
NC,2,insXEDgLWz1VPw8UlNSw3g,28106,NightLife,14
NC,2,HuewLVDas2H0q0TqcnmprQ,28204,Italian,457
NC,1,Y1dePwQ8KOK9YOBKeaWbcQ,28209,Italian,59
NC,2,wINwaJCtSPsE3uJKUtzgLg,28263,Italian,120
NC,2,watqY4fLMJTqs5UgItegGg,28269,Asian,87
NC,3,UTt11gZCgDL6F9IVyQDejQ,28210,American,126
NC,2,TQU6uoswhbcI2Mj3EV505w,28277,American,212
NC,1,PJkRmyyViSF5ixIlw-E2KA,28202,Asian,106
NC,2,cprZbtylUX1f07OkEqlNDQ,28208,American,134
NC,1,tMjTbuopXTGRlFefEkJriQ,28277,American,220
NC,2,EIysqQxj2eFxQc3RNZ6slA,28263,American,184
NC,2,avmPDHiZlkXqoX6Wk0qbBQ,28204,Asian,82
NC,2,EFTjNyDBuA10JPAIm2-BCg,28277,American,80
NC,2,1x6MlFYhRSzbGZ_E7kICvQ,28263,Italian,91
NC,2,Em_hb1jgu0bJTU0Ly0awfg,28263,Asian,104
NC,1,f44BsrI_KRP7uAIOoj98uw,28246,Asian,141
NC,2,Ya32d6teotnIPrpFfiPxQA,28266,AllTypes,5
NC,2,i-9V6aWp4pzMYVUFnK1o4A,28217,American,70
NC,2,BdC1PNadRbZPlipU074A7A,28277,American,328
NC,1,MOKB-TVNynz4eGYx-JXerw,28105,FastFood,78
NC,2,TnUgQXUHtx8LwJSfkeylGg,28211,American,637
NC,1,e7tSYKegyqi9fa5FXrYKbw,28277,Italian,11
NC,2,CEPvTz9BU_wK45zZoQNhrw,28208,Mexican,169
NC,2,lV-Kh0fLS3KgBrpzPhC2oQ,28269,American,207
NC,3,WjVUvwDBosUunBm3uY-pyA,28204,American,159
NC,1,vgld4MlhcizQkgLfjOgpfA,28216,American,38
NC,2,2owT9j-7HXR-wtPmrIzDxA,28203,FastFood,652
NC,1,cBhjC_fmx3mlGj8AtPS5WA,28204,FastFood,267
NC,2,KmrWIaomwSgQm6uWPNt3oA,28226,American,56
NC,2,0RD2dEOZTK5eCzYT5ogH8w,28105,AllTypes,286
NC,2,1cryKcsY47JGigLuUeMsTw,28204,American,324
NC,2,4W2Ucl0d0_EK1HNYPIo88w,28205,American,676
NC,1,MAUsBxBLRN5Hm1mOP4LVCg,28209,FastFood,108
NC,1,Szn4e-sl4aLw-gDzwye7jw,28105,FastFood,186
NC,2,tivpU-VNABjNlHZ_sMUDGw,28263,AllTypes,340
NC,2,fDnLxatzITHM6fQ_QMsG2Q,28205,NightLife,201
NC,2,MV-i4L90OgXO5fFIfT4hQA,28209,American,494
NC,2,yBpHUFwzmWtBlFEFQ0-3jA,28202,Italian,78
NC,1,kAsa6h_m2C_cHS3nuSjPJQ,28203,FastFood,357
NC,2,BVFLApvdF8STtUY-pgjvSA,28202,American,3
NC,2,8xNXoIg5ZxmpCjFDM8PIWw,28277,AllTypes,160
NC,2,jVWA7we9AfBG_lmj-Q4b4w,28202,American,71
NC,2,VfBlocjjBZUAjwuIup-QZA,28277,American,91
NC,1,CSSzipUBHYzxX74-qcPrTw,28205,FastFood,36
NC,2,xfmPpyYiF_QpFPPedlgY9Q,28208,American,145
NC,2,TMhYpQaDcL8UNIKRB7Vebg,28262,American,74
NC,1,e5ri6gZgqYNe37uXGtmetg,28212,AllTypes,15
NC,2,YFw2Q9un9yGM6ZJuPUgu1Q,28211,FastFood,5
NC,2,uCQBZQcLbAxb1FKt7DHqgw,28203,AllTypes,362
NC,2,OV91RX6EY38JP5U9ILeEpA,28212,American,35
NC,2,qz_F5_jX6JKV-p0e2ug7Jg,28277,Asian,270
NC,1,5RehzFaXjuUPgLCUs6gEpQ,28207,FastFood,129
NC,1,82dWyp_Bzy41UqUTpZMR-Q,28202,FastFood,125
NC,1,yZBXGumdNh3N-gzaaU_HrQ,28205,FastFood,49
NC,4,YSQ3G8hYhShHGZNPfeFquA,28210,American,205
NC,2,ud_ij4Bj8Y_HGxi3fliIAg,28012,American,37
NC,1,C8sXf0WjOyYE8snFGYvung,28216,Mexican,6
NC,2,ckUOdIfdL9Hl5FJy5VS60g,28012,NightLife,142
NC,2,gIRXVrjGxX1ImsS0an8anA,28012,American,43
NC,1,AhoyhGxkDkejYRcI_uql8w,28012,Italian,145
NC,2,YTPD42EQMCemPmFFR3i_wg,28226,AllTypes,112
NC,2,HRr72Nty5HsLaAWPARLslQ,28211,American,170
NC,2,yPibH0T8M3EbM550S9LSHQ,28205,American,2118
NC,1,nzyBqlbKBycOhTTZ9MVuhg,28270,FastFood,44
NC,2,mQhB93IFv2QM4fRQFJmSvA,28205,Mexican,175
NC,2,595LJOiLuwQZ_xk8llJpyA,28227,AllTypes,76
NC,2,c6zeYR8-MJ6n7ApNAAZcag,28217,AllTypes,631
NC,2,sFjwAQgVH7bGxb7_Jaf_jw,28273,American,95
NC,2,lNTr33k59a_QbVLD3eKB3Q,28027,Asian,120
NC,3,5pEjak7h4e0lbZpMMyh2fg,28209,FastFood,48
NC,2,eKLZiTmWRvw576D8LMHRPA,28105,Asian,4
NC,1,8T6y70UETf-C64x-0HJTvg,28027,FastFood,37
NC,2,q1L6bDk1jfh18Q4USMlnGw,28210,NightLife,119
NC,2,zN1pDCfcvti11jinX7ahVw,28277,AllTypes,114
NC,2,bQiAU9rKpdixtFuX0OoRmA,28226,Asian,445
NC,1,r_tiu5GF0UAOiGBgbfDeyA,28277,FastFood,25
NC,2,pUy7SeNQwyZjDtnfL4hFeA,28273,AllTypes,329
NC,2,yumgsa9m02CACzq0dHZP7Q,28277,FastFood,208
NC,1,RUv_t0JTrytwsRwC7eHs8A,28208,FastFood,578
NC,1,4bAKfxF3cXWPCCzqjJTA7A,28273,Italian,148
NC,2,d9rgDxYwfghhWI6Qc6n5Ig,28203,American,95
NC,2,C_zkvtWMqDucxR1U57lDCg,28202,American,125
NC,2,CPAgXYZGlTyz7L2fvN_Erw,28202,American,333
NC,2,PvFVdkhGeVfHZdIkMBLOBA,28204,AllTypes,25
NC,2,KmALJUdnR-UGoXPXXqv9Ew,28277,FastFood,159
NC,2,OYz9KLjBsvTx7ZoGha2IPQ,28278,American,219
NC,2,xqSZ5KXTOzQNbFXYodVZHg,28211,NightLife,304
NC,2,5r9ORbK8eaSVDBiT1DaSug,28226,NightLife,32
NC,2,4xqn5hGqXKcU7_pY5lKYOQ,28269,NightLife,234
NC,2,rIKH9_A6hxDxXww-kOhnZw,28202,American,618
NC,2,hG8I8_z1ueja2jPBy0aimg,28216,American,79
NC,2,tZ1FVdbAna3lUL5LGcAa_Q,28213,Italian,87
NC,1,3ZmwFCe45219tOsQpBlBIw,28215,AllTypes,7
NC,1,7SJXX608qc0-Zgqsqh5aPg,28269,Mexican,189
NC,2,bb1B0Af68Fbv4TB0zfQf6w,28263,Mexican,49
NC,1,MtOT9iO0oRqiXCFszGC4zQ,28227,FastFood,29
NC,2,Be7qKBwWHTMZHsdiOQVjvg,28211,Asian,257
NC,1,Q6j59GySlLOrq7iaI9ySAQ,28273,Italian,24
NC,1,dE-eTfSZO1FzFtv8N1RILA,28205,American,9
NC,2,KPj3-U0TGr-AEGtzQOVaSg,28078,AllTypes,183
NC,2,41uh9gpSwCfiJuK3EaHisQ,28209,Asian,145
NC,2,mI2poz7WNXEZtJpY8NAUGQ,28210,American,322
NC,1,_WLYW4vzknVRGiVJBUy8oQ,28269,AllTypes,85
NC,2,WLg9N_3CwgQgkXcjb21e-A,28209,Asian,68
NC,2,Z1HWb-cou0CUNYeh2NAvQQ,28106,American,9
NC,2,qpQyYzKsOGgTHNFzdAUC7w,28105,American,116
NC,2,RcougGyfkKn7_qcJ4TJm3g,28277,Mexican,121
NC,2,FEh4T0fSJXiEaoHHf7cgPQ,28079,Italian,12
NC,2,0NeXPGy3_N9T4IeHde7iGQ,28277,Asian,195
NC,2,Icg2QO-uIaCP23ldXUHTRA,28270,Asian,53
NC,1,_JBu9v82faHK8WiSp-DW1w,28205,American,23
NC,4,hK6Jjs8TsEGNS8wonQFzNA,28244,Seafood,74
NC,2,K2rCE7eiSUrHKFfmq6ZwXA,28266,Italian,12
NC,2,LxUL7mZjMbVX9ZBSyyKWmw,28211,American,321
NC,1,FtoLjnmpWKzQ7BEbg7Msvw,28270,FastFood,28
NC,2,SJzjyB_qD2CjQPVU7qSsbQ,28262,American,149
NC,1,Ju3QcTn_Gl3n42vEK3P9bA,28277,Mexican,87
NC,2,vmdf5fPz58OCqMsIct-mDA,28211,American,23
NC,2,ANM1_9wIgMzKIP3Hmnyulw,28202,Italian,16
NC,2,KxNH6oVPqbAAfAoup32GPQ,28217,AllTypes,3
NC,2,z6GC2gdtR8IF-gtgErx1SA,28204,American,693
NC,1,K8At1Ewtyaru9dy02YYILg,28262,AllTypes,69
NC,3,hY0E4jeIyDgLVf7_OelKBA,28202,Seafood,215
NC,1,o1Et5KdIxv1v2qtM2Av0hA,28262,AllTypes,6
NC,1,E_oA0DsPXwlilNQmdcNA2Q,28273,FastFood,35
NC,2,pT5Ypm8isz6bn4esMIspPQ,28273,Asian,113
NC,2,aqpKYPR1wbK2tIdNN04pmg,28202,FastFood,321
NC,3,Rif-8iyIzXVlO5Adi5gDZA,28277,American,38
NC,2,QXkEddHNSM2ah_EoznE1-w,28079,AllTypes,67
NC,1,31x0JXe6pG_DaID-8N92GQ,28105,Italian,4
NC,2,MnpF_R7QAw7WDYmjgkGKwg,28202,Italian,253
NC,2,B7txe-1iQs1A2rmFMJ8uug,28207,Asian,163
NC,2,sGU0dlsT_zXBW1m_lVLsxg,28105,Asian,116
NC,2,TMrGMeFnkPBTu36O_U24fw,28273,Italian,136
NC,2,z26a2zem_gwW9tYF7POlFg,28027,American,70
NC,2,rLhbO3sH6ULbiVOyORThNw,28075,Mexican,57
NC,1,VCdE6xiouRRE1OiqBuyDjw,28105,FastFood,4
NC,2,VlXMRqJ1WozBrXbvXmXHGQ,28212,AllTypes,49
NC,2,8dttiora4SPWDowtQY4giw,28273,FastFood,245
NC,2,c1D32Qr1jAkoUx38DwBh8Q,28263,Mexican,51
NC,1,q6onqTsGCJ-wHdxCxd-Cfw,28202,American,99
NC,1,dnP5-6aYEdw2qP7giStVoQ,28079,Mexican,145
NC,1,5kn-STdORYsEIi_nFfPkfQ,28273,FastFood,75
NC,1,a3oaJfVAqaCgiMw94lgkfg,28217,FastFood,95
NC,2,UCzhVondIgHreI1ZbqWIsw,28263,Mexican,141
NC,1,gX-yJJB72zfuzJC_27IwPg,28263,Asian,155
NC,1,JdNv6vdpft5g5FJWPCCQuw,28226,American,71
NC,2,i2FTNyZ0BHgTF8vcM4ypjg,28226,Asian,10
NC,1,0mihgXu75qwqOJngkrm3vw,28285,AllTypes,9
NC,2,WCcXaLESHYJY7hjZ1asAow,28277,American,4
NC,2,6BI_-LpcCc71IXhsU3QZCA,28202,American,3
NC,2,2e_5zPhPa7NPCZtJha1yJg,28277,American,95
NC,1,qCuLRN7WvP33qT7B9GTl9A,28027,American,10
NC,1,ZEFXwwoq545HXk32_OnLBw,28202,FastFood,134
NC,2,3TkYBmVGHz-t4mc1U8Eo0g,28217,AllTypes,124
NC,2,9LHNY09Gx1OvdrBLcdjzaA,28273,Asian,102
NC,2,IMf26IW2Z3KxpuJBcqqEZA,28203,American,226
NC,2,9bW0DCsSH-fbf0YSeSu31g,28263,Italian,5
NC,1,P-LioOMioG6wmP-zh0D2Ow,28202,AllTypes,70
NC,1,4GcHDf9uxK54OOxNIRYoNQ,28273,FastFood,45
